Latitude,Longitude,EVI
39.25,102.25,0.055059999227523804
39.25,102.75,0.056846000254154205
39.25,103.25,0.05768999829888344
39.25,103.75,0.059866998344659805
39.25,104.25,0.05658799782395363
39.25,104.75,0.06414899975061417
39.25,105.25,0.06817799806594849
39.25,105.75,0.06914599984884262
39.25,106.25,0.058993998914957047
39.25,106.75,0.06317000091075897
39.25,107.25,0.07417900115251541
39.25,107.75,0.07648000121116638
39.25,108.25,0.07779400050640106
39.25,108.75,0.0802449956536293
39.25,109.25,0.08828400075435638
39.25,109.75,0.10247399657964706
39.25,110.25,0.07920699566602707
39.25,110.75,0.08096399903297424
39.25,111.25,0.0788780003786087
39.25,111.75,0.09111300110816956
39.25,112.25,0.10357999801635742
39.25,112.75,0.09661699831485748
39.25,113.25,0.0915829986333847
39.25,113.75,0.09850499778985977
39.25,114.25,0.10393599420785904
39.25,114.75,0.10570399463176727
39.25,115.25,0.1025719940662384
39.25,115.75,0.13540500402450562
39.25,116.25,0.11914699524641037
39.25,116.75,0.09816599637269974
39.25,117.25,0.08787699788808823
39.25,117.75,0.07320842891931534
39.25,118.25,0.07271713763475418
39.25,118.75,0.10425633937120438
39.25,119.25,0.08463999629020691
39.25,119.75,
38.75,80.25,0.04070799797773361
38.75,80.75,0.038273997604846954
38.75,81.25,0.0350399985909462
38.75,81.75,0.03766699880361557
38.75,82.25,0.04009299725294113
38.75,82.75,0.037758998572826385
38.75,83.25,0.03847399726510048
38.75,83.75,0.03924600034952164
38.75,84.25,0.04325299710035324
38.75,84.75,0.043738000094890594
38.75,85.25,0.041297998279333115
38.75,85.75,0.040689997375011444
38.75,86.25,0.0439470000565052
38.75,86.75,0.038029998540878296
38.75,87.25,0.050953999161720276
38.75,87.75,0.0402039997279644
38.75,88.25,0.03283599764108658
38.75,88.75,0.04003099724650383
38.75,89.25,0.04151199758052826
38.75,89.75,0.03992399945855141
38.75,90.25,0.03968000039458275
38.75,90.75,0.034525997936725616
38.75,91.25,0.04084499925374985
38.75,91.75,0.04129499942064285
38.75,92.25,0.03838599845767021
38.75,92.75,0.03876499831676483
38.75,93.25,0.034623000770807266
38.75,93.75,0.027138998731970787
38.75,94.25,0.04663199931383133
38.75,94.75,0.04190399870276451
38.75,95.25,0.04459699988365173
38.75,95.75,0.029881998896598816
38.75,96.25,0.05211599916219711
38.75,96.75,0.06983999907970428
38.75,97.25,0.05826300010085106
38.75,97.75,0.058688998222351074
38.75,98.25,0.08042899519205093
38.75,98.75,0.09453099966049194
38.75,99.25,0.09345399588346481
38.75,99.75,0.09734999388456345
38.75,100.25,0.08122599869966507
38.75,100.75,0.07694900035858154
38.75,101.25,0.07532599568367004
38.75,101.75,0.07339400053024292
38.75,102.25,0.06314200162887573
38.75,102.75,0.059115998446941376
38.75,103.25,0.06823600083589554
38.75,103.75,0.06289299577474594
38.75,104.25,0.05838199704885483
38.75,104.75,0.06014799699187279
38.75,105.25,0.06560999900102615
38.75,105.75,0.08312899619340897
38.75,106.25,0.06452799588441849
38.75,106.75,0.06699499487876892
38.75,107.25,0.07483899593353271
38.75,107.75,0.07536400109529495
38.75,108.25,0.07833899557590485
38.75,108.75,0.0825599953532219
38.75,109.25,0.08544100075960159
38.75,109.75,0.08296100050210953
38.75,110.25,0.08134499937295914
38.75,110.75,0.08074399828910828
38.75,111.25,0.09248499572277069
38.75,111.75,0.10433899611234665
38.75,112.25,0.10588699579238892
38.75,112.75,0.08562099933624268
38.75,113.25,0.09808299690485
38.75,113.75,0.1155409961938858
38.75,114.25,0.0872659981250763
38.75,114.75,0.10568699985742569
38.75,115.25,0.14706699550151825
38.75,115.75,0.1384579986333847
38.75,116.25,0.1133119985461235
38.75,116.75,0.09413399547338486
38.75,117.25,0.07996499538421631
38.75,117.75,0.024882758036255836
38.75,118.25,
38.75,118.75,0.04749999940395355
38.75,119.25,
38.75,119.75,
38.25,80.25,0.04274999722838402
38.25,80.75,0.04101400077342987
38.25,81.25,0.03757400065660477
38.25,81.75,0.046316999942064285
38.25,82.25,0.04154499992728233
38.25,82.75,0.038902997970581055
38.25,83.25,0.03969999775290489
38.25,83.75,0.03889700025320053
38.25,84.25,0.043191999197006226
38.25,84.75,0.04453999921679497
38.25,85.25,0.050557997077703476
38.25,85.75,0.06063399836421013
38.25,86.25,0.03784199804067612
38.25,86.75,0.03266099840402603
38.25,87.25,0.03607200086116791
38.25,87.75,0.040007997304201126
38.25,88.25,0.04586699977517128
38.25,88.75,0.04732999950647354
38.25,89.25,0.047064997255802155
38.25,89.75,0.04312799870967865
38.25,90.25,0.04352099820971489
38.25,90.75,0.043136000633239746
38.25,91.25,0.038777999579906464
38.25,91.75,0.040504999458789825
38.25,92.25,0.044763997197151184
38.25,92.75,0.04093499854207039
38.25,93.25,0.04013499990105629
38.25,93.75,0.04105699807405472
38.25,94.25,0.04365599900484085
38.25,94.75,0.04473399743437767
38.25,95.25,0.05074299871921539
38.25,95.75,0.05283400043845177
38.25,96.25,0.05610999837517738
38.25,96.75,0.05825299769639969
38.25,97.25,0.06058499962091446
38.25,97.75,0.027188999578356743
38.25,98.25,0.08415399491786957
38.25,98.75,0.08698499947786331
38.25,99.25,0.1051269993185997
38.25,99.75,0.10013299435377121
38.25,100.25,0.0971670001745224
38.25,100.75,0.10249000042676926
38.25,101.25,0.10596299916505814
38.25,101.75,0.09078999608755112
38.25,102.25,0.07297399640083313
38.25,102.75,0.06747499853372574
38.25,103.25,0.05920900031924248
38.25,103.75,0.05439299717545509
38.25,104.25,0.05773399770259857
38.25,104.75,0.05994599685072899
38.25,105.25,0.06597399711608887
38.25,105.75,0.06875299662351608
38.25,106.25,0.07747899740934372
38.25,106.75,0.07408999651670456
38.25,107.25,0.07543499767780304
38.25,107.75,0.07938199490308762
38.25,108.25,0.08224199712276459
38.25,108.75,0.08548799902200699
38.25,109.25,0.08507300168275833
38.25,109.75,0.08573399484157562
38.25,110.25,0.0818059965968132
38.25,110.75,0.08197800070047379
38.25,111.25,0.1029599979519844
38.25,111.75,0.0938359946012497
38.25,112.25,0.1029919981956482
38.25,112.75,0.09272399544715881
38.25,113.25,0.09547099471092224
38.25,113.75,0.09519200026988983
38.25,114.25,0.10883799940347672
38.25,114.75,0.16102999448776245
38.25,115.25,0.15719299018383026
38.25,115.75,0.14360499382019043
38.25,116.25,0.1317249983549118
38.25,116.75,0.1168539971113205
38.25,117.25,0.1326109915971756
38.25,117.75,0.047036249190568924
38.25,118.25,-0.03774848207831383
38.25,118.75,-0.0012448275228962302
38.25,119.25,
38.25,119.75,
37.75,80.25,0.05928799882531166
37.75,80.75,0.04079799726605415
37.75,81.25,0.040369998663663864
37.75,81.75,0.045600999146699905
37.75,82.25,0.04254399985074997
37.75,82.75,0.04340999945998192
37.75,83.25,0.04652699828147888
37.75,83.75,0.051374997943639755
37.75,84.25,0.04868699982762337
37.75,84.75,0.03827200084924698
37.75,85.25,0.030632998794317245
37.75,85.75,0.03682300075888634
37.75,86.25,0.0387750007212162
37.75,86.75,0.041568998247385025
37.75,87.25,0.04400299862027168
37.75,87.75,0.04885699972510338
37.75,88.25,0.052261997014284134
37.75,88.75,0.04548199847340584
37.75,89.25,0.028599999845027924
37.75,89.75,0.04687899723649025
37.75,90.25,0.05591600015759468
37.75,90.75,0.053734999150037766
37.75,91.25,0.04858100041747093
37.75,91.75,0.04037800058722496
37.75,92.25,0.04328300058841705
37.75,92.75,0.05178799852728844
37.75,93.25,0.03634300082921982
37.75,93.75,0.023287998512387276
37.75,94.25,0.042305998504161835
37.75,94.75,0.04089899733662605
37.75,95.25,0.04655100032687187
37.75,95.75,0.05784500017762184
37.75,96.25,0.06353099644184113
37.75,96.75,0.06189299747347832
37.75,97.25,0.06388399749994278
37.75,97.75,0.07417299598455429
37.75,98.25,0.08285899460315704
37.75,98.75,0.10398199409246445
37.75,99.25,0.11412699520587921
37.75,99.75,0.11005999892950058
37.75,100.25,0.12071899324655533
37.75,100.75,0.11219599843025208
37.75,101.25,0.10804799944162369
37.75,101.75,0.10023399442434311
37.75,102.25,0.10185600072145462
37.75,102.75,0.0928409993648529
37.75,103.25,0.07880400121212006
37.75,103.75,0.06284199655056
37.75,104.25,0.06348200142383575
37.75,104.75,0.06239200010895729
37.75,105.25,0.06855300068855286
37.75,105.75,0.068572998046875
37.75,106.25,0.07798299938440323
37.75,106.75,0.07306399941444397
37.75,107.25,0.08187299966812134
37.75,107.75,0.08363600075244904
37.75,108.25,0.08602199703454971
37.75,108.75,0.08910699933767319
37.75,109.25,0.08393099904060364
37.75,109.75,0.08295200020074844
37.75,110.25,0.08585599809885025
37.75,110.75,0.08421500027179718
37.75,111.25,0.10446199774742126
37.75,111.75,0.13649699091911316
37.75,112.25,0.09578799456357956
37.75,112.75,0.08494500070810318
37.75,113.25,0.09194499999284744
37.75,113.75,0.09146399796009064
37.75,114.25,0.10440099984407425
37.75,114.75,0.17119599878787994
37.75,115.25,0.1573449969291687
37.75,115.75,0.1477769911289215
37.75,116.25,0.14965099096298218
37.75,116.75,0.14690399169921875
37.75,117.25,0.14310400187969208
37.75,117.75,0.12190499901771545
37.75,118.25,0.10663099586963654
37.75,118.75,0.07575757056474686
37.75,119.25,0.005151514895260334
37.75,119.75,
37.25,80.25,0.07547299563884735
37.25,80.75,0.05400499701499939
37.25,81.25,0.056640997529029846
37.25,81.75,0.04921399801969528
37.25,82.25,0.04430599883198738
37.25,82.75,0.05876799672842026
37.25,83.25,0.04439299926161766
37.25,83.75,0.035005997866392136
37.25,84.25,0.03724699839949608
37.25,84.75,0.04151199758052826
37.25,85.25,0.045729998499155045
37.25,85.75,0.026193998754024506
37.25,86.25,0.033695999532938004
37.25,86.75,0.04392299801111221
37.25,87.25,0.04065199941396713
37.25,87.75,0.04175199940800667
37.25,88.25,0.023031000047922134
37.25,88.75,0.04339499771595001
37.25,89.25,0.0461059994995594
37.25,89.75,0.04793599992990494
37.25,90.25,0.04938500002026558
37.25,90.75,0.06192999705672264
37.25,91.25,0.0620339997112751
37.25,91.75,0.054607998579740524
37.25,92.25,0.04255999997258186
37.25,92.75,0.05765699967741966
37.25,93.25,0.0660029947757721
37.25,93.75,0.04161299765110016
37.25,94.25,0.03783800080418587
37.25,94.75,0.0400799997150898
37.25,95.25,0.03793899714946747
37.25,95.75,0.04180099815130234
37.25,96.25,0.048643000423908234
37.25,96.75,0.05614800006151199
37.25,97.25,0.06792400032281876
37.25,97.75,0.06921199709177017
37.25,98.25,0.08250699937343597
37.25,98.75,0.09749499708414078
37.25,99.25,0.11541000008583069
37.25,99.75,0.08342000097036362
37.25,100.25,0.04944499954581261
37.25,100.75,0.1137939989566803
37.25,101.25,0.11343899369239807
37.25,101.75,0.10940099507570267
37.25,102.25,0.12113799899816513
37.25,102.75,0.11900399625301361
37.25,103.25,0.10852799564599991
37.25,103.75,0.0813559964299202
37.25,104.25,0.0741100013256073
37.25,104.75,0.07152000069618225
37.25,105.25,0.0694969967007637
37.25,105.75,0.07125699520111084
37.25,106.25,0.07599899917840958
37.25,106.75,0.07746399939060211
37.25,107.25,0.08435099571943283
37.25,107.75,0.08840999752283096
37.25,108.25,0.08889999985694885
37.25,108.75,0.0882750004529953
37.25,109.25,0.0850129947066307
37.25,109.75,0.09048199653625488
37.25,110.25,0.0926549956202507
37.25,110.75,0.09175799787044525
37.25,111.25,0.11000799387693405
37.25,111.75,0.09101399779319763
37.25,112.25,0.08392899483442307
37.25,112.75,0.09195299446582794
37.25,113.25,0.11904999613761902
37.25,113.75,0.10992199927568436
37.25,114.25,0.10490600019693375
37.25,114.75,0.15918698906898499
37.25,115.25,0.13609099388122559
37.25,115.75,0.14865699410438538
37.25,116.25,0.13970500230789185
37.25,116.75,0.14352399110794067
37.25,117.25,0.1430549919605255
37.25,117.75,0.13148199021816254
37.25,118.25,0.12310099601745605
37.25,118.75,0.07644343376159668
37.25,119.25,0.03606666624546051
37.25,119.75,0.1140311062335968
36.75,80.25,0.046379998326301575
36.75,80.75,0.04129999876022339
36.75,81.25,0.05589199811220169
36.75,81.75,0.06302499771118164
36.75,82.25,0.041689999401569366
36.75,82.75,0.04241899773478508
36.75,83.25,0.053383998572826385
36.75,83.75,0.050404999405145645
36.75,84.25,0.04393099993467331
36.75,84.75,0.03962999954819679
36.75,85.25,0.03445800021290779
36.75,85.75,0.03968299925327301
36.75,86.25,0.039312999695539474
36.75,86.75,0.04722299799323082
36.75,87.25,0.05182600021362305
36.75,87.75,0.04777799919247627
36.75,88.25,0.0516589991748333
36.75,88.75,0.05406299978494644
36.75,89.25,0.05995099991559982
36.75,89.75,0.06601999700069427
36.75,90.25,0.06872599571943283
36.75,90.75,0.06380099803209305
36.75,91.25,0.07075700163841248
36.75,91.75,0.06490600109100342
36.75,92.25,0.05511799827218056
36.75,92.75,0.045490000396966934
36.75,93.25,0.05388399958610535
36.75,93.75,0.04971499741077423
36.75,94.25,0.05027799680829048
36.75,94.75,0.0471079982817173
36.75,95.25,0.02148899994790554
36.75,95.75,0.031091999262571335
36.75,96.25,0.04844699800014496
36.75,96.75,0.04312199726700783
36.75,97.25,0.05451500043272972
36.75,97.75,0.06320600211620331
36.75,98.25,0.06400799751281738
36.75,98.75,0.07107099890708923
36.75,99.25,0.08011800050735474
36.75,99.75,0.05413799732923508
36.75,100.25,-0.04632499814033508
36.75,100.75,0.039232999086380005
36.75,101.25,0.10916300117969513
36.75,101.75,0.09928799420595169
36.75,102.25,0.11611199378967285
36.75,102.75,0.11952099949121475
36.75,103.25,0.09132499992847443
36.75,103.75,0.08098100125789642
36.75,104.25,0.07624999433755875
36.75,104.75,0.07609400153160095
36.75,105.25,0.07968499511480331
36.75,105.75,0.08324600011110306
36.75,106.25,0.09087199717760086
36.75,106.75,0.09374399483203888
36.75,107.25,0.09075599908828735
36.75,107.75,0.09172999858856201
36.75,108.25,0.09237799793481827
36.75,108.75,0.10394600033760071
36.75,109.25,0.09999299794435501
36.75,109.75,0.0982929989695549
36.75,110.25,0.09563199430704117
36.75,110.75,0.09813199937343597
36.75,111.25,0.10722299665212631
36.75,111.75,0.09486199915409088
36.75,112.25,0.1380929946899414
36.75,112.75,0.0938429981470108
36.75,113.25,0.09354999661445618
36.75,113.75,0.0954350009560585
36.75,114.25,0.09913099557161331
36.75,114.75,0.15964199602603912
36.75,115.25,0.15905599296092987
36.75,115.75,0.16843000054359436
36.75,116.25,0.15148499608039856
36.75,116.75,0.13497799634933472
36.75,117.25,0.12822899222373962
36.75,117.75,0.11697699874639511
36.75,118.25,0.12910699844360352
36.75,118.75,0.1258239895105362
36.75,119.25,0.11181599646806717
36.75,119.75,0.12799499928951263
36.25,80.25,0.06900899857282639
36.25,80.75,0.07167299836874008
36.25,81.25,0.06954000145196915
36.25,81.75,0.05962899699807167
36.25,82.25,0.04016399756073952
36.25,82.75,0.037664998322725296
36.25,83.25,0.03265199810266495
36.25,83.75,0.03182999789714813
36.25,84.25,0.037974998354911804
36.25,84.75,0.038791000843048096
36.25,85.25,0.038019999861717224
36.25,85.75,0.03763999789953232
36.25,86.25,0.03932099789381027
36.25,86.75,0.03998199850320816
36.25,87.25,0.017354000359773636
36.25,87.75,0.040383998304605484
36.25,88.25,0.044773999601602554
36.25,88.75,0.04500599950551987
36.25,89.25,0.035948000848293304
36.25,89.75,0.043991997838020325
36.25,90.25,0.04765499755740166
36.25,90.75,0.036416999995708466
36.25,91.25,0.04561099782586098
36.25,91.75,0.06171499937772751
36.25,92.25,0.06299899518489838
36.25,92.75,0.06280799955129623
36.25,93.25,0.05486899986863136
36.25,93.75,0.05208799988031387
36.25,94.25,0.05299700051546097
36.25,94.75,0.05658499896526337
36.25,95.25,0.05273599922657013
36.25,95.75,0.04874299839138985
36.25,96.25,0.05591299757361412
36.25,96.75,0.05278799682855606
36.25,97.25,0.0744669958949089
36.25,97.75,0.0656299963593483
36.25,98.25,0.07856299728155136
36.25,98.75,0.06969700008630753
36.25,99.25,0.08265399932861328
36.25,99.75,0.08489999920129776
36.25,100.25,0.08003799617290497
36.25,100.75,0.08524499833583832
36.25,101.25,0.10033499449491501
36.25,101.75,0.10091900080442429
36.25,102.25,0.10074999928474426
36.25,102.75,0.09425899386405945
36.25,103.25,0.08491899818181992
36.25,103.75,0.08394699543714523
36.25,104.25,0.08754299581050873
36.25,104.75,0.08822400122880936
36.25,105.25,0.08711499720811844
36.25,105.75,0.09768600016832352
36.25,106.25,0.09835799783468246
36.25,106.75,0.09428999572992325
36.25,107.25,0.09599299728870392
36.25,107.75,0.09687300026416779
36.25,108.25,0.11379099637269974
36.25,108.75,0.13967199623584747
36.25,109.25,0.12187999486923218
36.25,109.75,0.13366399705410004
36.25,110.25,0.10029399394989014
36.25,110.75,0.11120999604463577
36.25,111.25,0.12084800004959106
36.25,111.75,0.11913299560546875
36.25,112.25,0.11657199263572693
36.25,112.75,0.0932139977812767
36.25,113.25,0.09266799688339233
36.25,113.75,0.10172300040721893
36.25,114.25,0.13156498968601227
36.25,114.75,0.16916099190711975
36.25,115.25,0.19113099575042725
36.25,115.75,0.17145799100399017
36.25,116.25,0.15296100080013275
36.25,116.75,0.13610699772834778
36.25,117.25,0.1252259910106659
36.25,117.75,0.10762599855661392
36.25,118.25,0.11844699829816818
36.25,118.75,0.11034199595451355
36.25,119.25,0.11990199983119965
36.25,119.75,0.13373899459838867
35.75,80.25,0.019828999415040016
35.75,80.75,0.022967999801039696
35.75,81.25,0.04027199745178223
35.75,81.75,0.04377099871635437
35.75,82.25,0.02774900011718273
35.75,82.75,0.02927899919450283
35.75,83.25,0.03877899795770645
35.75,83.75,0.04428799822926521
35.75,84.25,0.04124400019645691
35.75,84.75,0.03900199756026268
35.75,85.25,0.0406470000743866
35.75,85.75,0.04259299859404564
35.75,86.25,0.048882998526096344
35.75,86.75,0.047811999917030334
35.75,87.25,0.04426399990916252
35.75,87.75,0.05030299723148346
35.75,88.25,0.0548349991440773
35.75,88.75,0.05755699798464775
35.75,89.25,0.05214199796319008
35.75,89.75,0.04268999770283699
35.75,90.25,0.03988900035619736
35.75,90.75,0.04106000065803528
35.75,91.25,0.03001599945127964
35.75,91.75,0.05290699750185013
35.75,92.25,0.05985599756240845
35.75,92.75,0.03882100060582161
35.75,93.25,0.04022799804806709
35.75,93.75,0.05362899973988533
35.75,94.25,0.05521499738097191
35.75,94.75,0.05010800063610077
35.75,95.25,0.057319000363349915
35.75,95.75,0.06488800048828125
35.75,96.25,0.06987299770116806
35.75,96.75,0.07206499576568604
35.75,97.25,0.0724089965224266
35.75,97.75,0.07327999919652939
35.75,98.25,0.07090599834918976
35.75,98.75,0.07790400087833405
35.75,99.25,0.08059199899435043
35.75,99.75,0.11708999425172806
35.75,100.25,0.10043599456548691
35.75,100.75,0.09043599665164948
35.75,101.25,0.10785000026226044
35.75,101.75,0.11183799803256989
35.75,102.25,0.09636300057172775
35.75,102.75,0.09929699450731277
35.75,103.25,0.08793500065803528
35.75,103.75,0.08914099633693695
35.75,104.25,0.09768199920654297
35.75,104.75,0.09121299535036087
35.75,105.25,0.09389200061559677
35.75,105.75,0.0987439975142479
35.75,106.25,0.10868899524211884
35.75,106.75,0.10111099481582642
35.75,107.25,0.10954099893569946
35.75,107.75,0.11060599982738495
35.75,108.25,0.11066199839115143
35.75,108.75,0.13599099218845367
35.75,109.25,0.10914899408817291
35.75,109.75,0.1319980025291443
35.75,110.25,0.12293599545955658
35.75,110.75,0.11013099551200867
35.75,111.25,0.16051599383354187
35.75,111.75,0.13753800094127655
35.75,112.25,0.12052399665117264
35.75,112.75,0.10515299439430237
35.75,113.25,0.10941499471664429
35.75,113.75,0.11801599711179733
35.75,114.25,0.1838179975748062
35.75,114.75,0.21543999016284943
35.75,115.25,0.2072259932756424
35.75,115.75,0.1897059977054596
35.75,116.25,0.18948198854923248
35.75,116.75,0.18886399269104004
35.75,117.25,0.14433099329471588
35.75,117.75,0.11554300040006638
35.75,118.25,0.11288099735975266
35.75,118.75,0.12219999730587006
35.75,119.25,0.12309999763965607
35.75,119.75,0.1404174417257309
35.25,80.25,0.03222399950027466
35.25,80.75,-0.02303599938750267
35.25,81.25,-0.013018999248743057
35.25,81.75,0.023093000054359436
35.25,82.25,0.029089000076055527
35.25,82.75,0.04234699904918671
35.25,83.25,0.03458799794316292
35.25,83.75,0.044870998710393906
35.25,84.25,0.0458889976143837
35.25,84.75,0.039512999355793
35.25,85.25,0.05521699786186218
35.25,85.75,0.057579997926950455
35.25,86.25,0.05720499902963638
35.25,86.75,0.04124400019645691
35.25,87.25,0.05717199668288231
35.25,87.75,0.06495799869298935
35.25,88.25,0.05341599881649017
35.25,88.75,0.05980299785733223
35.25,89.25,0.04125499725341797
35.25,89.75,0.05684199929237366
35.25,90.25,0.038645997643470764
35.25,90.75,0.04985399916768074
35.25,91.25,0.06499199569225311
35.25,91.75,0.0698079988360405
35.25,92.25,0.07643099874258041
35.25,92.75,0.08167999982833862
35.25,93.25,0.0788709968328476
35.25,93.75,0.07693000137805939
35.25,94.25,0.0585859976708889
35.25,94.75,0.060968998819589615
35.25,95.25,0.07256999611854553
35.25,95.75,0.08195500075817108
35.25,96.25,0.07986100018024445
35.25,96.75,0.08133599907159805
35.25,97.25,0.08178799599409103
35.25,97.75,0.07457900047302246
35.25,98.25,0.07395699620246887
35.25,98.75,0.08490899950265884
35.25,99.25,0.09069599956274033
35.25,99.75,0.11077499389648438
35.25,100.25,0.10379999876022339
35.25,100.75,0.1244949996471405
35.25,101.25,0.13121800124645233
35.25,101.75,0.1266240030527115
35.25,102.25,0.12738600373268127
35.25,102.75,0.11388599872589111
35.25,103.25,0.11715500056743622
35.25,103.75,0.10811399668455124
35.25,104.25,0.0987749993801117
35.25,104.75,0.08961399644613266
35.25,105.25,0.09818600118160248
35.25,105.75,0.10934799909591675
35.25,106.25,0.12459799647331238
35.25,106.75,0.10734999924898148
35.25,107.25,0.10677799582481384
35.25,107.75,0.12282499670982361
35.25,108.25,0.11168399453163147
35.25,108.75,0.13418500125408173
35.25,109.25,0.11870799958705902
35.25,109.75,0.13344599306583405
35.25,110.25,0.1350419968366623
35.25,110.75,0.15142299234867096
35.25,111.25,0.14318899810314178
35.25,111.75,0.11107499897480011
35.25,112.25,0.1171019971370697
35.25,112.75,0.1384809911251068
35.25,113.25,0.1641169935464859
35.25,113.75,0.23771299421787262
35.25,114.25,0.2776179909706116
35.25,114.75,0.2687689960002899
35.25,115.25,0.25935098528862
35.25,115.75,0.25081199407577515
35.25,116.25,0.22725600004196167
35.25,116.75,0.18033699691295624
35.25,117.25,0.13615699112415314
35.25,117.75,0.12225399911403656
35.25,118.25,0.13678699731826782
35.25,118.75,0.15395699441432953
35.25,119.25,0.13292022049427032
35.25,119.75,0.09479999542236328
34.75,80.25,0.04739299789071083
34.75,80.75,0.0490569993853569
34.75,81.25,0.05413699895143509
34.75,81.75,0.03036700002849102
34.75,82.25,0.034849997609853745
34.75,82.75,0.04906100034713745
34.75,83.25,0.052876997739076614
34.75,83.75,0.055611997842788696
34.75,84.25,0.052995000034570694
34.75,84.75,0.05256199836730957
34.75,85.25,0.05782799795269966
34.75,85.75,0.06294199824333191
34.75,86.25,0.055055998265743256
34.75,86.75,0.065140001475811
34.75,87.25,0.05856999754905701
34.75,87.75,0.058997999876737595
34.75,88.25,0.06250499933958054
34.75,88.75,0.04843499884009361
34.75,89.25,0.04375699907541275
34.75,89.75,0.05993000045418739
34.75,90.25,0.04834499955177307
34.75,90.75,0.04978200048208237
34.75,91.25,0.06868299841880798
34.75,91.75,0.07355000078678131
34.75,92.25,0.07573999464511871
